,Coin Name,Status,Start Year,End Year
2199,Planes Cloud,Scam or Other Issues,2017,2017
2200,Folio Ninja,Scam or Other Issues,2017,2017
2202,WHA Project,Scam or Other Issues,2017,2018
2203,TokenStub,Abandoned or No Volume,2017,2017
2204,Tothemoon,Abandoned or No Volume,2017,2017
2205,Casagram,Scam or Other Issues,2017,2018
2206,Team Coin,Scam or Other Issues,2017,2018
2207,Abab,Abandoned or No Volume,2017,2017
2208,Genotik,Abandoned or No Volume,2017,2017
2209,Dentalfix,Abandoned or No Volume,2017,2017
2210,OpenZen,Abandoned or No Volume,2017,2017
2211,BeeSocials,Abandoned or No Volume,2017,2018
2212,WardZ,Scam or Other Issues,2017,2017
2213,Linda Healthcare,Scam or Other Issues,2017,2018
2214,Crypto Copy,Scam or Other Issues,2017,2018
2215,Hearthy,Abandoned or No Volume,2017,2018
2216,Cryder,Abandoned or No Volume,2017,2018
2217,TrueDonate,Scam or Other Issues,2017,2018
2218,Rich Coin,Scam or Other Issues,2016,2017
2219,Drop Answer,Scam or Other Issues,2017,2018
2220,Zeneca,Scam or Other Issues,2017,2018
2221,HERBY,Scam or Other Issues,2017,2017
2222,ReceiptCoin,Scam or Other Issues,2017,2018
2223,Legacy Lotto,Scam or Other Issues,2017,2018
2224,Moirai,Scam or Other Issues,2017,2018
2225,Carderion,Scam or Other Issues,2017,2017
2226,Boule,Scam or Other Issues,2017,2018
2227,Flipz,Scam or Other Issues,2016,2018
2228,Rilcoin,Scam or Other Issues,2017,2018
2229,BlockBits,Scam or Other Issues,2017,2018
2230,MFV,Scam or Other Issues,2017,2018
2231,ABT,Scam or Other Issues,2017,2018
2232,Acumen,Scam or Other Issues,2017,2018
2233,Aether United,Scam or Other Issues,2017,2017
2234,Agadro,Scam or Other Issues,2017,2017
2235,4lions,Scam or Other Issues,2017,2018
2236,Aldoin,Scam or Other Issues,2017,2018
2237,AdMine,Scam or Other Issues,2017,2018
2238,Afterschool,Scam or Other Issues,2017,2017
2239,Ahoolee,Scam or Other Issues,2017,2018
2240,Algo Token,Scam or Other Issues,2017,2018
2241,AlloyCoin,Scam or Other Issues,2017,2018
2242,Ammbr,Abandoned or No Volume,2017,2018
2243,Arib,Scam or Other Issues,2017,2018
2244,Aterious,Scam or Other Issues,2017,2017
2245,Allowance Network,Scam or Other Issues,2017,2018
2246,AmberPort,Abandoned or No Volume,2017,2018
2247,Ankorus,Abandoned or No Volume,2017,2018
2248,Biyanzu,Scam or Other Issues,2017,2018
2249,Athena,Scam or Other Issues,2017,2018
2250,Autoria,Scam or Other Issues,2017,2017
2251,Basis,Scam or Other Issues,2017,2018
2252,BaoChain,Scam or Other Issues,2017,2017
2253,BeautiQ,Scam or Other Issues,2017,2018
2254,Ethereum Future,Scam or Other Issues,2018,2018
2255,B Umbrella,Scam or Other Issues,2017,2018
2256,BREM,Scam or Other Issues,2017,2018
2257,Be One,Scam or Other Issues,2017,2017
2258,EthCash,Scam or Other Issues,2017,2018
2259,Digifel,Scam or Other Issues,2018,2018
2260,Ferrum Coin,Abandoned or No Volume,2018,2018
2261,League Coin,Abandoned or No Volume,2018,2018
2262,Litex,Abandoned or No Volume,2018,2018
2263,Lunique,Abandoned or No Volume,2018,2018
2264,CaliforniaCoin,Abandoned or No Volume,2014,2015
2265,HashRentalCoin,Abandoned or No Volume,2018,2018
2266,Leporem Amans,Abandoned or No Volume,2017,2018
2267,Lunex,Abandoned or No Volume,2018,2018
2268,MileyCyrusCoin,Abandoned or No Volume,2014,2015
2269,Masternode Community Coin,Abandoned or No Volume,2018,2018
2270,MamboCoin,Abandoned or No Volume,2018,2018
2271,MouseCoin,Abandoned or No Volume,2018,2018
2272,Moving Towards Infinity,Abandoned or No Volume,2018,2018
2273,NERO,Abandoned or No Volume,2018,2018
2274,BeefCoin,Scam or Other Issues,2017,2018
2275,MotileCoin,Abandoned or No Volume,2018,2018
2276,MIRQ Coin,Abandoned or No Volume,2018,2018
2277,MUNCoin,Abandoned or No Volume,2017,2018
2278,Phobos,Abandoned or No Volume,2018,2018
2279,Beryl,Scam or Other Issues,2018,2018
2280,Bico,Scam or Other Issues,2017,2017
2281,BioFactory Coin,Scam or Other Issues,2017,2018
2282,BaselBit,Scam or Other Issues,2017,2018
2283,Gold Cryptocurrency,Abandoned or No Volume,2017,2017
2284,IC3 Cubes,Scam or Other Issues,2017,2018
2285,BidLend,Scam or Other Issues,2017,2017
2286,BitGirls,Scam or Other Issues,2016,2016
2287,Digital Bullion Gold,Abandoned or No Volume,2016,2017
2288,GramGold,Scam or Other Issues,2018,2018
2289,Lightcash,Scam or Other Issues,2017,2018
2290,Midas Rezerv,Scam or Other Issues,2015,2016
2291,Reales,Scam or Other Issues,2017,2018
2292,Auric,Scam or Other Issues,2018,2018
2293,BullionCoin Gold,Scam or Other Issues,2017,2018
2294,Crypto-Gold Coin,Scam or Other Issues,2017,2018
2295,OZcoinGold,Scam or Other Issues,2017,2017
2296,Tether Gold,Scam or Other Issues,2017,2018
2297,AURUM X,Scam or Other Issues,2017,2018
2298,BullionCoin Silver,Scam or Other Issues,2017,2018
2299,Currensee,Scam or Other Issues,2017,2018
2300,Doradocoin,Abandoned or No Volume,2017,2018
2301,BitcoinDark,Abandoned or No Volume,2014,2018
2302,MazeCoin,Abandoned or No Volume,2015,2016
2303,Kitty Coin,Scam or Other Issues,2018,2018
2304,Gold Power Coin,Abandoned or No Volume,2018,2018
2305,GoldBlocks,Abandoned or No Volume,2016,2018
2306,ParkByte,Abandoned or No Volume,2015,2018
2307,Maze,Scam or Other Issues,2018,2018
2308,Legends Room,ICO Fail or Short Lived,2017,2018
2309,Murraycoin,Abandoned or No Volume,2014,2015
2310,KonaCoin,Scam or Other Issues,2018,2018
2311,Bostoken,Scam or Other Issues,2018,2018
2312,Octanox,Scam or Other Issues,2017,2018
2313,Gold Reward Token,Scam or Other Issues,2017,2018
2314,BBQCoin,Abandoned or No Volume,2012,2015
2315,ZeroEdge,Scam or Other Issues,2018,2018
2316,EliteShipperToken,Scam or Other Issues,2018,2018
2317,LevoPlus,Scam or Other Issues,2017,2018
2318,Atrox Coin,Scam or Other Issues,2017,2018
2319,BitConnectX,Scam or Other Issues,2017,2018
2320,007Coin,Abandoned or No Volume,2015,2016
2321,1Coin,Abandoned or No Volume,2014,2015
2322,23 Skidoo,Abandoned or No Volume,2014,2017
2323,365Coin,Abandoned or No Volume,2014,2014
2324,66 Coin,Abandoned or No Volume,2014,2015
2325,16BIT,Abandoned or No Volume,2015,2015
2326,1CRedit,Abandoned or No Volume,2016,2017
2327,2BACCO,Abandoned or No Volume,2015,2016
2328,404 Coin,Abandoned or No Volume,2016,2016
2329,9Coin,Abandoned or No Volume,2017,2018
2330,AmericanCoin,Abandoned or No Volume,2013,2016
2331,Bottlecaps,Abandoned or No Volume,2013,2017
2332,Copperlark,Abandoned or No Volume,2013,2016
2333,EZCoin,Abandoned or No Volume,2014,2016
2334,Elacoin,Abandoned or No Volume,2013,2018
2335,AsicCoin,Abandoned or No Volume,2014,2017
2336,CHNCoin,Abandoned or No Volume,2013,2017
2337,CraftCoin,Abandoned or No Volume,2013,2016
2338,EarthCoin,Scam or Other Issues,2013,2018
2339,Franko,Abandoned or No Volume,2013,2018
2340,GIL,Abandoned or No Volume,2013,2013
2341,Monkey Capital,ICO Fail or Short Lived,2017,2017
2342,TribeToken,Abandoned or No Volume,2017,2017
2343,Junkcoin,Abandoned or No Volume,2013,2016
2344,LottoCoin,Abandoned or No Volume,2013,2018
2345,GameCoin,ICO Fail or Short Lived,2013,2014
2346,ImmersiveOS,Abandoned or No Volume,2017,2017
2347,Ziber,Abandoned or No Volume,2017,2017
2348,Krugercoin,Abandoned or No Volume,2013,2016
2349,Luckycoin,Abandoned or No Volume,2013,2016
2350,Memecoin,Abandoned or No Volume,2013,2016
2351,Nibble,Abandoned or No Volume,2013,2016
2352,XenCoin,Abandoned or No Volume,2013,2016
2353,Abjcoin,Scam or Other Issues,2018,2018
2354,AdderalCoin,Abandoned or No Volume,2015,2016
2355,NanoToken,Abandoned or No Volume,2013,2016
2356,Noirbits,Abandoned or No Volume,2013,2016
2357,Yacoin,Scam or Other Issues,2013,2018
2358,Abundance2,Abandoned or No Volume,2014,2015
2359,Aegis,Abandoned or No Volume,2014,2016
2360,Aero Coin,Abandoned or No Volume,2013,2013
2361,Titanium Blockchain,Abandoned or No Volume,2017,2018
2362,AidBit,Abandoned or No Volume,2014,2015
2363,Alexium,Abandoned or No Volume,2015,2017
2364,Amis,Joke or No Purpose,2017,2017
2365,Agoras Tokens,Abandoned or No Volume,2015,2018
2366,AgrolifeCoin,Abandoned or No Volume,2017,2018
2367,AimCoin,Abandoned or No Volume,2014,2014
2368,AmeroX,Abandoned or No Volume,2015,2016
2369,AnalCoin,Joke or No Purpose,2015,2016
2370,Angela Merkel Coin,Joke or No Purpose,2016,2016
2371,Antilitecoin,Abandoned or No Volume,2016,2018
2372,APICoin,Abandoned or No Volume,2014,2015
2373,Applecoin APW,Abandoned or No Volume,2017,2017
2374,ARLIZE,Scam or Other Issues,2018,2018
2375,Anryze,Abandoned or No Volume,2017,2018
2376,Aphroditecoin,Abandoned or No Volume,2014,2014
2377,Applecoin,Abandoned or No Volume,2013,2017
2378,ARCoin,Scam or Other Issues,2014,2015
2379,ART Currency,Scam or Other Issues,2016,2016
2380,Ascension,Scam or Other Issues,2015,2015
2381,Aseancoin,Scam or Other Issues,2017,2018
2382,Astrocoin,Scam or Other Issues,2014,2014
2383,Aureus,Scam or Other Issues,2017,2017
2384,Axron,Abandoned or No Volume,2014,2016
2385,Ascentcoin,Scam or Other Issues,2014,2014
2386,Asset Backed Coin,Scam or Other Issues,2015,2017
2387,ATMCoin,Scam or Other Issues,2017,2018
2388,AxFunds,Abandoned or No Volume,2016,2017
2389,BABCoin,Abandoned or No Volume,2016,2016
2390,BadgerCoin,Abandoned or No Volume,2014,2014
2391,BananaBits,Joke or No Purpose,2015,2015
2392,Bantam,Joke or No Purpose,2015,2016
2393,Solace Coin,Scam or Other Issues,2018,2019
2394,Alcohoin,Abandoned or No Volume,2014,2014
2395,BagCoin,Joke or No Purpose,2016,2017
2396,Bancorcoin,Joke or No Purpose,2014,2015
2397,BankNote,Joke or No Purpose,2014,2014
2398,Acros,Scam or Other Issues,2014,2014
2399,AeroMe,Abandoned or No Volume,2014,2016
2400,Aiden,Abandoned or No Volume,2014,2015
2401,Bikercoin,Abandoned or No Volume,2016,2017
2402,Billioncoin,Abandoned or No Volume,2014,2014
2403,Bitcoin Lightning,Abandoned or No Volume,2018,2018
2404,BigLifeCoin,Abandoned or No Volume,2016,2017
2405,BigONE Token,Abandoned or No Volume,2014,2018
2406,BillaryCoin,Abandoned or No Volume,2016,2018
2407,BitCent,Abandoned or No Volume,2015,2016
2408,Bitcoin Unlimited,Abandoned or No Volume,2017,2018
